YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,AVG_DEMOG_SCORE_AGDU,PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGND,PERSON_YEARS_AGND
2021,ARIZONA,COCONINO,03,020,86687.95,0.94017,1.01785,111.92,11587.2,0.91005,1.01231,724.67,14534.44,0.82533,0.97463,900.92,9198.25,0.81395,0.96059,8849.08
2021,ARIZONA,GILA,03,030,81291.75,0.95237,1.02844,74.92,10395.78,0.89007,1.01425,512.5,16686.22,0.85383,0.94647,426.75,9411.6,0.9067,1.00213,7854.08
2021,ARIZONA,GRAHAM,03,040,70340.07,0.84785,1.02217,21.92,8005.19,0.81682,0.98995,196.83,12751.71,0.80383,0.96887,123.33,8379.85,0.872,0.99703,1763.5
2021,ARIZONA,GREENLEE,03,050,*,*,*,*,7139.61,0.77637,0.9505,62,14860.99,0.60979,0.85894,10.67,8986.48,0.90538,1.02196,477.17
2021,ARIZONA,"LA PAZ",03,055,97554,0.95244,0.9822,27.17,13554.95,1.05558,1.03744,207.08,18254.51,0.8612,0.93062,169.67,11187.98,0.98627,1.07319,2147.92
2021,ARIZONA,MARICOPA,03,060,82239.33,0.99914,0.98383,1740.25,11455.05,1.03316,0.9519,13889.75,15270.57,0.91888,0.92478,6792.08,10898.46,0.9921,0.97084,253472.58
2021,ARIZONA,MOHAVE,03,070,84059.85,1.00489,1.02731,157.92,10461.44,0.94509,1.00695,1859.33,14143.92,0.89899,0.92674,1020.58,10174.97,1.00939,1.01021,26029.92
2021,ARIZONA,NAVAJO,03,080,85049.38,0.9433,1.03423,202.58,11489.9,0.9617,1.04712,1244.17,13667.05,0.76432,0.96942,1627.5,9370.85,0.87583,0.99428,9718
2021,ARIZONA,PIMA,03,090,74680.33,0.95777,0.99684,478.5,10789.96,1.01581,0.96421,4059.25,14823.52,0.87547,0.93366,1936.75,9548.33,0.98705,0.98546,69008.83
2021,ARIZONA,PINAL,03,100,87101.32,0.99251,0.98159,357.83,11717.73,1.00757,0.95268,2251.67,17536.78,0.92966,0.92564,931.25,10219.03,0.96886,0.96266,31129.17
